scope	test_name	outcome	multiplicity
coverage	IsStable_FalseWhenDwellCounterBelowThreshold	Passed	1
coverage	IsStable_TrueAfterDwellTicksReached	Passed	1
coverage	IsSuspended_TrueOnlyWhenBanMatchesRemainingIsPositive	Passed	1
coverage	IsWithinSupportRadius_CounterProfile_AgentAt4mIsCandidate	Passed	1
coverage	IsWithinSupportRadius_FalseJustOutsideRadius	Passed	1
coverage	IsWithinSupportRadius_TrueJustInsideRadius	Passed	1
coverage	JumpReach_IsAlwaysPositive	Passed	1
coverage	JumpReach_MaxAttributes_ReturnsMaxReach	Passed	1
coverage	JumpReach_MinAttributes_ReturnsBaseReach	Passed	1
coverage	JumpReach_MonotoneInBalance	Passed	1
coverage	JumpReach_MonotoneInHeading	Passed	1
coverage	JumpReach_MonotoneInStrength	Passed	1
coverage	KeeperIndexIsTeamId_CouplingHolds	Passed	1
coverage	KeyBeforeSection_Throws	Passed	1
coverage	KickResult_OrdinalsAreStable	Passed	1
coverage	Kick_ArmsTheLatchOnTheIntendedReceiver	Passed	1
coverage	KickoffBaseline_CarriesRealMonoFloatModelHash_NotPlaceholder	Passed	1
coverage	KickoffBaseline_IsCertified_CarriesRealMetric	Passed	1
coverage	KickoffScore_NullCatalogue_FailsLoud	Passed	1
coverage	KickoffScoring_WorkedExampleB1_Aggressive	Passed	1
coverage	KickoffScoring_WorkedExampleB1_Pragmatic	Passed	1
coverage	KickoffSelection_TieBreaksToLowestOrdinal	Passed	1
coverage	Kickoff_AwardsPossessionToAHomeAgent	Passed	1
coverage	Kickoff_EachKeeperStandsOnTheGoalLineItDefends	Passed	1
coverage	Kickoff_KeepersGuardOppositeGoals	Passed	1
coverage	Kickoff_TakerIsTheNearestEligibleAgentToTheCentreSpot	Passed	1
coverage	Kinds_AreExactlyThreeGameCommandsPlusNoneSentinel_NoPlaybackKind	Passed	1
coverage	LA001_CentreHighPower_LowLaunchAngle	Passed	1
coverage	LA001_Ground_20m_AngleWithinBounds	Passed	1
coverage	LA002_BelowCentre_HigherAngleThanCentre	Passed	1
coverage	LA002_Lofted_30m_AngleWithinBounds	Passed	1
coverage	LA003_Chip_12m_AngleWithinBounds	Passed	1
coverage	LA003_OffCentre_HigherAngleThanCentre	Passed	1
coverage	LA004_CrossFlat_AngleWithinBounds	Passed	1
coverage	LA004_HighSpinBelowCentre_ElevatesAngle	Passed	1
coverage	LA005_CrossHigh_AngleWithinBounds	Passed	1
coverage	LA005_HighPower_SuppressesLiftVsLowPower	Passed	1
coverage	LA006_BodyLean_IncreasesLaunchAngle	Passed	1
coverage	LA006_Lofted_ShortDistanceAngle_GreaterThanLongDistance	Passed	1
coverage	LA007_ComputeLaunchAngle_IsDeterministic	Passed	1
coverage	LA007_WorstCaseStack_AngleClampedAtMax	Passed	1
coverage	LA008_KickVelocity_ZComponent_MatchesSinOfAngle	Passed	1
coverage	LA008_StationaryAgent_ZeroBodyLean	Passed	1
coverage	LR001_Decisions1_LrecIs5Ticks	Passed	1
coverage	LR001_ProcessVisible_ConfirmsAfterLrecTicks	Passed	1
coverage	LR002_Decisions20_LrecIs1Tick	Passed	1
coverage	LR003_Decisions10_LrecIs3Ticks	Passed	1
coverage	LR004_HalfTurnBonus_PeripheralArc_ReducesLrec	Passed	1
coverage	LR005_HalfTurnBonus_NotApplied_OutsidePeripheralArc	Passed	1
coverage	LR006_NoiseIsAdditive_NeverBelowLMin	Passed	1
coverage	LR007_OneTick_VisibilityGap_DoesNotResetConfirmation	Passed	1
coverage	LR008_TwoTick_VisibilityGap_ResetsConfirmation	Passed	1
coverage	LR_DeterministicHash_AlwaysNonNegative	Passed	1
coverage	LR_ForcedRefresh_ConfirmsImmediately	Passed	1
coverage	Ladder_LeadProtection_StepsDefensive	Passed	1
coverage	Ladder_RefusesNonPositiveMatchTotal	Passed	1
coverage	Ladder_UrgencyDiffCap_ThreeGoalsScoreAsTwo	Passed	1
coverage	Ladder_WorkedExampleB2	Passed	1
coverage	Lambda_AtZeroEdge_IsBaseGoals	Passed	1
coverage	Lambda_ClampsAreCoherent	Passed	1
coverage	Lambda_IsClampedBothWays	Passed	1
coverage	Lambda_IsMonotoneInEdge	Passed	1
coverage	LaneEdges_Y30_ClassifiesAsCenterLane	Passed	1
coverage	LaneResolution_SlotAtCentreY_ClassifiesAsCenter	Passed	1
coverage	LaneResolution_SlotInLeftChannel_ClassifiesAsLW	Passed	1
coverage	LaneResolution_SlotInRightChannel_ClassifiesAsRW	Passed	1
coverage	Latch_ClearsWhenAnybodyEstablishesPossession	Passed	1
coverage	Latch_ClearsWhenTheBallHasStopped	Passed	1
coverage	Latch_ClearsWhenTheBallIsNoLongerTravellingToTheReceiver	Passed	1
coverage	Latch_EnumerateRestore_RoundTripsCanonically_AndRejectsNonCanonicalOrder	Passed	1
coverage	Latch_IsMonotone_NothingButAKickCanReArmIt	Passed	1
coverage	LateralMultiplier_EndpointsMatchConstants	Passed	1
coverage	LatestPressPassEvent_FeedsSnapshotDigest	Passed	1
coverage	LeagueStrengthSpread_IsWithinTheAttributeScaleItShifts	Passed	1
coverage	League_HandsOutCopies_NotItsOwnState	Passed	1
coverage	League_RefusesNonContiguousIds	Passed	1
coverage	LifecycleView_AgeBand_ReflectsTheCurrentDerivedAge	Passed	1
coverage	LineOfEngagement_OrdinalsAreStable	Passed	1
coverage	LineResolution_DefendersBehindMidline_ClassifiedAsDefense	Passed	1
coverage	LineResolution_GkExcludedFromLineAssignment	Passed	1
coverage	LineWithoutEquals_Throws	Passed	1
coverage	Linear_OverflowingSchedule_Throws	Passed	1
coverage	Linear_ProducesEvenlySpacedAscendingDays	Passed	1
coverage	LiveDispatch_Enqueues_AndAppliesNothingUntilTheSimThreadDrains	Passed	1
coverage	LiveDispatch_OfARefusedIntent_ThrowsNowhereAndIsRecordedAsFailed	Passed	1
coverage	LiveDispatch_PreservesOrderAcrossKinds	Passed	1
coverage	Load_CompletedSeason_PassesTheCursorInvariantVacuously	Passed	1
coverage	Load_CorruptFile_FailsLoud	Passed	2
coverage	Load_DistinctSquadMatchNoProvider_FailsLoud	Passed	1
coverage	Load_DistinctSquadNoProvider_FailsLoud	Passed	1
coverage	Load_FutureDatedBirthWorldDay_FailsLoud	Passed	1
coverage	Load_FutureDatedCareerCursor_FailsLoud	Passed	1
coverage	Load_FutureDatedProgressionCursor_FailsLoud	Passed	1
coverage	Load_MatchWithPopulatedProgression_RestoresFromFileRosterNotCallerBootstrap	Passed	1
coverage	Load_MissingFile_Throws	Passed	2
coverage	Load_NoMatchSeason_WithProvider_IgnoresProvider	Passed	1
coverage	Load_NonEmptyFinanceBlockMissingCurrentSeasonClub_FailsLoud	Passed	1
coverage	Load_RestoreLoop_SaveAs_PreservesPopulatedFinances	Passed	1
coverage	Load_WorldPastTheNextFixtureDay_FailsLoud	Passed	1
coverage	Locked_RoundTripsExactly	Passed	1
coverage	LoftedPass_ApplyKick_VelocityYPositive	NotExecuted	1
coverage	LongBall_DecaysRealistically	Passed	1
coverage	LongRangeOpenShot_LosesToModeratePass_CloseShotDoesNot	Passed	1
coverage	Lookup_IsCaseInsensitive	Passed	1
coverage	LooseBallAtRest_DesignatesOneCollectorPerTeam_ExcludingSentOff	Passed	1
coverage	LooseBallAtRest_IsPickedUpByTheNearestAgentInReach	Passed	1
coverage	LooseBallAtRest_OutOfReach_StaysLoose	Passed	1
coverage	LooseBallAtRest_SentOffAgentDoesNotPickItUp	Passed	1
coverage	LooseBallSentinel_IsAccepted	Passed	1
coverage	LooseBall_ArrivingAtAgent_GainsPossession	Passed	1
coverage	LooseBall_ArrivingAtAwayAgent_GainsPossession	Passed	1
coverage	LooseBall_DoesNotFreezeElapsedTackleCooldown	Passed	1
coverage	LoosePickup_ProducesControlledBall_AndAnchorsToHolder	Passed	1
coverage	LrecTracking_NoMemoryLeakOverExtendedSimulation	NotExecuted	1
coverage	MagnusForce_HighSpinParameter_ClampsLiftCoefficient	Passed	1
coverage	MagnusForce_ParallelSpinAndVelocity_ReturnsZero	Passed	1
coverage	MagnusForce_Sidespin_CurvesLaterally	Passed	1
coverage	MagnusForce_Topspin_ProducesDownwardForce	Passed	1
coverage	MagnusForce_ZeroSpin_ReturnsZero	Passed	1
coverage	MagnusForce_ZeroVelocity_ReturnsZero	Passed	1
coverage	MakeZonal_SetsFieldsCorrectly	Passed	1
coverage	MalformedBool_ThrowsFormatException	Passed	1
coverage	MalformedFloat_ThrowsFormatException	Passed	1
coverage	MalformedFrame_DoesNotPoisonTheLastKnownCache	Passed	1
coverage	MalformedInt_ThrowsFormatException	Passed	1
coverage	"MalformedRequestLines_Return400("" GET / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400("""")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GE(T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GE:T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GE@T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET  / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET /  HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET / FTP/1.0"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET / HTTP/1.0"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET / HTTP/1.1 "")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET / HTTP/1.1 EXTRA"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET / HTTP/2"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET /"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET /bad\\path HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET /frame#fragment HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET frame HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET http://localhost/frame HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GET\t/ HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GE[T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GE]T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GE{T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400(""GE}T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting("" GET / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting("""")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GE(T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GE:T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GE@T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET  / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET /  HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET / FTP/1.0"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET / HTTP/1.0"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET / HTTP/1.1 "")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET / HTTP/1.1 EXTRA"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET / HTTP/2"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET /"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET /bad\\path HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET /frame#fragment HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET frame HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET http://localhost/frame HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GET\t/ HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GE[T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GE]T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GE{T / HTTP/1.1"")"	Passed	1
coverage	"MalformedRequestLines_Return400WithoutRouting(""GE}T / HTTP/1.1"")"	Passed	1
coverage	MalformedSectionHeader_Throws	Passed	1
coverage	MalformedTransaction_FailsLoud(-1L,Debit,General)	Passed	1
coverage	MalformedTransaction_FailsLoud(1L,255,General)	Passed	1
coverage	MalformedTransaction_FailsLoud(1L,Debit,255)	Passed	1
coverage	ManagerMode_OrdinalStability	Passed	1
coverage	ManagerState_FeedsSnapshotDigest	Passed	1
coverage	ManyNoFixtureDays_StayByteIdenticalToBareAdvances	Passed	1
coverage	MarkDirectiveInactive_AllFalseZero	Passed	1
coverage	MarkHysteresisReset_ZeroesAllFields	Passed	1
coverage	MarkHysteresisStateDefault_ZeroValues	Passed	1
coverage	MarkPlayed_ReturnsNewValueLeavingOriginalUnplayed	Passed	1
coverage	MarkRadiusScalar_BalancedIsIdentity	Passed	1
coverage	MarkRadiusScalar_MonotoneBallToMan	Passed	1
coverage	MarkRadiusScalar_OutOfRangeOrdinal_ClampsToBoldestPeer	Passed	1
coverage	MarkSuspended_MaskLengthMismatch_Throws	Passed	1
coverage	MarkSuspended_NullArguments_Throw	Passed	1
coverage	MarkSuspended_OwnsTheMask_OverwritesAPreSetFlagForAPlayerWhoIsNotSuspended	Passed	1
coverage	MarkSuspended_ReturnsTheFullSuspendedCount_EvenWhenTheMaskWasAlreadyAllTrue	Passed	1
coverage	MarkUnavailable_OwnsTheMask_ClearsAPreSetFlagForAFitPlayer	Passed	1
coverage	MarkUnavailable_RecoveryRemaining_IsZeroForAFitPlayer_EvenWhenOthersAreInjured	Passed	1
coverage	MarkedPassTarget_DistantOpponent_NoPenalty	Passed	1
coverage	MarkedPassTarget_OffDial_IsExactIdentity	Passed	1
coverage	MarkedPassTarget_Penalised_ExactWorkedExample	Passed	1
coverage	MarkedPassTarget_UnawarePasser_TakesNoPenalty	Passed	1
coverage	MarkingDwell_StartsUnmarked_AndStaysCoherent	Passed	1
coverage	MarkingOrientation_FeedsSnapshotDigest	Passed	1
coverage	MarkingOrientation_OrdinalsAreStable	Passed	1
coverage	MatchBalanceDiagnostic_ReportsContactStream	NotExecuted	1
coverage	MatchBalanceDiagnostic_ReportsScorelineAsymmetry	NotExecuted	1
coverage	MatchClock_CurrentMatchTimeSeconds_TracksTicks	Passed	1
coverage	MatchClock_IsAiStrideTick_FiresEveryStride	Passed	1
coverage	MatchClock_SameSeed_IdenticalTicks	Passed	1
coverage	MatchClock_SecondsAndMs_Agree	Passed	1
coverage	MatchContext_BallZone_IsHomePerspective	Passed	1
coverage	MatchContext_LooseBall_IsContested	Passed	1
coverage	MatchContext_Possession_FollowsPossessingAgentTeam	Passed	1
coverage	MatchEntryFatigue_IsMonotoneAndBounded_TTRFAT003	Passed	1
coverage	MatchEntryFatigue_IsRecomputed_NotStored_TTRFAT001	Passed	1
coverage	MatchEntryFatigue_RisesWithAHeavyFocus	Passed	1
coverage	MatchFlowCompletionState_FeedsSnapshotDigest	Passed	1
coverage	MatchSeedFor_IsDeterministicAndDistinctFromTheFixtureKey	Passed	1
coverage	MatchSetup_SingleSquad_Throws_BothOrNeither	Passed	1
coverage	MatchStatline_RefusesNegativeCountsAndBadPossessionShare	Passed	1
coverage	MaxClubCount_FitsTheRngStreamBudget	Passed	1
coverage	MaxEventDispatchDepth_Positive	Passed	1
coverage	MaxEventSlotBytes_AtLeastEventHeaderBytes	Passed	1
coverage	MaxLateralOffsetM_IsHalfPitchWidth	Passed	1
coverage	MaxRunDepthM_Is40	Passed	1
coverage	MeanAttribute_IsArithmeticMeanOfThe31Fields	Passed	1
coverage	MechanicsCarriers_AreDeterministic_AcrossSameSeedRuns	Passed	1
coverage	MentalityBalanced_RiskAndLineRowsAreIdentity	Passed	1
coverage	MentalityLineBias_Balanced_IsExactlyZero	Passed	1
coverage	MentalityLineBias_IsMonotoneIncreasing	Passed	1
coverage	MentalityLineBias_PinnedExactValues	Passed	1
coverage	MentalityRiskMult_PinnedExactValues	Passed	1
coverage	MentalityRiskMultiplier_Balanced_IsExactlyOne	Passed	1
coverage	MentalityRiskMultiplier_IsMonotoneIncreasing	Passed	1
coverage	MentalityRiskMultiplier_WidenedValue_ClampsToTableBounds	Passed	1
coverage	MentalityTables_AreStrictlyMonotonic	Passed	1
coverage	Mentality_OrdinalsAreStable	Passed	1
coverage	MidSequenceRestore_EqualsAnUninterruptedRun	Passed	1
coverage	MigratePlayerId_ConflictingTargetRow_Throws	Passed	1
coverage	MigratePlayerId_MovesTallyAndUnservedBanVerbatim	Passed	1
coverage	MigratePlayerId_NegativeTargetId_ThrowsAndWritesNothing	Passed	1
coverage	MigratePlayerId_NoRows_IsANoOp	Passed	1
coverage	MigratePlayerId_ToALowerId_MovesEVERYCompetitionsRows	Passed	1
coverage	MigratePlayerId_ToTheSameId_IsANoOp	Passed	1
coverage	MigratePlayerId_WithOneConflictingCompetition_WritesNOTHING	Passed	1
coverage	MinRunDepthM_Is5	Passed	1
coverage	MinimalFinanceSaveShape_HasNoRngCursorOrActionOrdinal	Passed	1
coverage	MinimalStallExtremis_StartsExactlyTheForcedPlayer_AndOnlyHisBanStalls	Passed	1
coverage	MinimumTurnRadius_NearZeroRate_ReturnsMaxValue	Passed	1
coverage	MinimumTurnRadius_NormalInputs_MatchesKinematic	Passed	1
coverage	MisOrderedSquad_SelectsGoalkeeperForGkSlot_NotIndexZero	Passed	1
coverage	MismatchedArrays_FailLoud	Passed	1
coverage	MissingBalancedOrdinal_FailsLoud	Passed	1
coverage	MissingName_FailsLoud	Passed	1
coverage	MissingRequiredAffinityKey_FailsLoud	Passed	1
coverage	Mixed_IsIdentity_NoPreference	Passed	1
coverage	Move_FarTarget_DispatchesSprintUrgent	Passed	1
coverage	Move_MidTarget_DispatchesMoveTo	Passed	1
coverage	Move_NearTarget_DispatchesWalkTo	Passed	1
coverage	MovementAngleDeg_Opposite_Returns180	Passed	1
coverage	MovementAngleDeg_Orthogonal_Returns90	Passed	1
coverage	MovementAngleDeg_SameDirection_ReturnsZero	Passed	1
coverage	MovementAngleDeg_ZeroInput_ReturnsZero	Passed	1
coverage	MovingLooseBall_IsNotPickedUp_FirstTouchOwnsIt	Passed	1
coverage	MultiReinstatementExtremis_KeepsEveryBannedPlayerOutOfTheXi_WhenACompletingChoiceExists	Passed	1
coverage	MultiReinstatementExtremis_PressesTheWeakestBannedPlayersBack_AndTerminatesDeterministically	Passed	1
coverage	MultiTickJump_StillShiftsCurrentIntoPrevious	Passed	1
coverage	MutatingTheProducerArray_DoesNotChangeAProjectedView	Passed	1
coverage	MutatingTheProducerCueArray_DoesNotChangeAProjectedView	Passed	1
coverage	MutatingTheProducerHeatmapArray_DoesNotChangeTheStatline	Passed	1
coverage	MutatingTheProducerMapArray_DoesNotChangeTheResult	Passed	1
coverage	MutatingTheProducerSubstitutionArray_DoesNotChangeAProjectedView	Passed	1
coverage	NearestHeaderCandidate_AllOutOfRange_ReturnsMinusOne	Passed	1
coverage	NearestHeaderCandidate_ExactTie_LaterIndexWins	Passed	1
coverage	NearestHeaderCandidate_NotAirborneLoose_ReturnsMinusOne	Passed	1
coverage	NearestHeaderCandidate_PicksNearestOutfielder_ToLooseAirborneBall	Passed	1
coverage	NearestHeaderCandidate_SkipsGoalkeepersAndSentOff	Passed	1
coverage	NearestRank_OnTenSamples_MatchesHandComputation	Passed	1
coverage	NearestRank_SingleSample_P50EqualsP99	Passed	1
coverage	NegativeCoherenceFields_FailAtConsumingSeams	Passed	1
coverage	NegativeScore_Throws	Passed	1
coverage	NeutralDemo_Builds_AndExposesSurfaces	Passed	1
coverage	NeutralDemo_KickoffWiring_IsDigestIdenticalToPriorBaselinePath	Passed	1
coverage	NeutralRecord_ProjectsToEveryPreT1Seed	Passed	1
coverage	NewLifecycle_HasNoCurrent_AndCurrentFailsLoud	Passed	1
coverage	NewStore_StartsEmptyAtDayZero	Passed	1
coverage	NewTick_ShiftsCurrentIntoPrevious	Passed	1
coverage	NoFixtureDay_AdvancesTheWorldByteIdenticallyToABareAdvanceDay	Passed	1
coverage	NoInputProducesACliff	Passed	1
coverage	NoOtherAssemblyReferencesMatchAnalytics	Passed	1
coverage	NoOtherAssemblyReferencesTheUiFramework	Passed	1
coverage	NoPossessionChange_PublishesNothing_AndInterruptsNoDecisionTree	Passed	1
coverage	NoRectangleSurvives_SoABindingNeedsNoRectangleCase	Passed	1
coverage	NoRngCursorIsWritten_TheBlockIsExactlyTheStates_FRMD007	Passed	1
coverage	NoScreenAliasesTheZeroValue	Passed	1
coverage	NoTeamInPossession_StillFallsThroughToTheVelocityBranch	Passed	1
coverage	NoiseApplied_EffectiveUtilityDiffersFromBase	Passed	1
coverage	NonAsciiAssemblyName_ThrowsAtConstruction	Passed	1
coverage	NonAsciiOctet_IsRejectedBeforeDecoding_AndCannotRouteControl	Passed	1
coverage	NonAsciiOctet_IsRejectedBeforeDecoding_AndCannotRouteIntent	Passed	1
coverage	NonBalancedTactic_IsDeterministic	Passed	1
coverage	NonClaimContact_KicksTheBall_AndDoesNotPark	Passed	1
coverage	NonFiniteAgentCoordinate_Throws	Passed	1
coverage	NonFiniteBallCoordinate_Throws	Passed	1
coverage	NonFiniteBall_HoldsTheCameraStill	Passed	1
coverage	NonFiniteCurrentTarget_RecoversToTheCentreCircle	Passed	1
coverage	NonFiniteOrigin_Throws	Passed	1
coverage	NonGet_IsRefusedBeforeAnyIntentIsParsed	Passed	1
coverage	NonIdentityDials_AreDeterministic	Passed	1
coverage	NonListedDials_StayAtBalancedIdentity_OnEveryPreset	Passed	1
coverage	NonNearestRounding_FailsPin(1)	Passed	1
coverage	NonNearestRounding_FailsPin(2)	Passed	1
coverage	NonNearestRounding_FailsPin(3)	Passed	1
coverage	NonPositiveDelta_HoldsTheCameraStill	Passed	1
coverage	NonZeroFatigue_ReachesTheSimulation	Passed	1
coverage	NotAdvancedSentinel_IsNotADay0Collision	Passed	2
coverage	NotifyActionComplete_TransitionsToIdle	Passed	1
coverage	NotifyInterrupt_TransitionsToInterrupted	Passed	1
coverage	NullAgentArray_Throws	Passed	1
coverage	NullCanon_AdvanceDay_SpawnsNothing_LeavesCursorZero	Passed	1
coverage	NullCanon_Snapshot_RoundTrips_AtFormatVersion3	Passed	1
coverage	NullCueArray_Throws	Passed	1
coverage	NullEntries_ThrowsArgumentNullException	Passed	1
coverage	NullFatigue_IsExactlyTheRestedBoot	Passed	1
coverage	NullModuleList_Throws	Passed	1
coverage	NullSetup_FailsLoud	Passed	1
coverage	NullSubstitutionArray_Throws	Passed	1
coverage	NullTaps_FailLoud	Passed	1
coverage	Null_ParsesToEmpty	Passed	1
coverage	NumbersAreOneBasedWithinEachTeam	Passed	1
coverage	NumbersAreUniqueWithinATeam	Passed	1
coverage	OCC001_NoOccluder_TargetNotOccluded	Passed	1
coverage	OCC002_CollinearOpponent_TargetIsOccluded	Passed	1
coverage	OCC003_SameDistanceAsOccluder_TargetNotOccluded	Passed	1
coverage	OCC004_MinShadowFloor_Active_At5m	Passed	1
coverage	OCC005_MinShadowFloor_NotActive_At2m	Passed	1
coverage	OCC006_Teammate_DoesNotOcclude	Passed	1
coverage	OCC007_MultipleOccluders_AnyOneSuffices	Passed	1
coverage	OCC_ZeroDistanceOccluder_NoNaNOrException	Passed	1
coverage	ObservationSurface_GuardsFailLoud	Passed	1
coverage	ObserveTick_AfterCommit_Throws	Passed	1
coverage	ObserveTick_AfterPartialTickFailure_LatchesAndRefusesEvenAConsecutiveTick	Passed	1
coverage	ObserveTick_BuffersWithoutWritingTheState_OnlyCommitWrites	Passed	1
coverage	ObserveTick_FirstCall_AcceptsAnyTick	Passed	1
coverage	ObserveTick_NullTap_Throws	Passed	1
coverage	ObserveTick_SameTickTwice_Throws	Passed	1
coverage	ObserveTick_SkippedTick_ThrowsAndNamesBothTicks	Passed	1
coverage	ObservedRun_ActuallyProjectedSomething	Passed	1
coverage	ObservingThroughTheViewModel_IsByteIdenticalToNotObserving	Passed	1
coverage	OffBallBranch_AlwaysGeneratesMove	Passed	1
coverage	OffBallBranch_LooseBallCollector_YieldsExactlyOneInterceptOption	Passed	1
coverage	OffBallBranch_NotTheCollector_GeneratesTheOrdinaryOffBallSet	Passed	1
coverage	OffBallBranch_SaveAvailable_YieldsExactlyOneSaveOption	Passed	1
coverage	OffBallBranch_SaveNotAvailable_GeneratesNoSave	Passed	1
coverage	OffDial_NoEvaluation_SnapshotUntouched	Passed	1
coverage	Offset_AtOrBelowPressureFloor_IsZero	Passed	1
coverage	Offset_CoincidentMarker_SkipsPerF3	Passed	1
coverage	Offset_ConservativeScalar_Applies	Passed	1
coverage	Offset_NonFinitePositions_AreGatedPerF1	Passed	1
coverage	Offset_OffDial_IsExactZero_Identity	Passed	1
coverage	Offset_UndefinedDialByte_RefusesPerF4	Passed	1
coverage	Offset_WorkedExample_Pressure0p42_Aggressive_Is1p05m_AwayFromMarker	Passed	1
coverage	OffsideLineStateDefault_ZeroValues	Passed	1
coverage	OffsideTrapRequested_IsIdentityPassthrough	Passed	1
coverage	Offside_ReportsAFreeKickCueForTheDefendingTeam	Passed	1
coverage	Offside_TalliesByCarriedTeam_AndMapsLocation	Passed	1
coverage	OlderTickArrivingLate_IsANoOp	Passed	1
coverage	OnAPost_IsTotal_NotUndefined	Passed	1
coverage	OnClubFixturePlayed_AFieldedPlayerWithNoBan_IsUnaffected_NoRowInvented	Passed	1
coverage	OnClubFixturePlayed_DecrementsOnlyThatClubsPlayers	Passed	1
coverage	OnClubFixturePlayed_DropsARowThatReachesZeroZero_MidSeason	Passed	1
coverage	OnClubFixturePlayed_ExemptionDoesNotBlockTheFRDC017DropForANonFieldedPlayer	Passed	1
coverage	OnClubFixturePlayed_ExemptsAFieldedBannedPlayer_ButStillServesAnUnfieldedTeammate	Passed	1
coverage	OnClubFixturePlayed_NegativeClubId_Throws	Passed	1
coverage	OnClubFixturePlayed_NeverGoesBelowZero	Passed	1
coverage	OnClubFixturePlayed_NullClubPlayerIds_Throws	Passed	1
coverage	OnClubFixturePlayed_NullFieldedPlayerIds_Throws	Passed	1
coverage	OnClubFixturePlayed_OverAPackedRoster_ServesExactlyWhatTheRetiredDerivationServed	Passed	1
coverage	OnClubFixturePlayed_ServesByRosterMembership_NotByThePackedIdDerivation	Passed	1
coverage	OnClubFixturePlayed_TwoSameClubRowsBothReachZeroZero_InOneCall_BothDropped	Passed	1
coverage	OnShotExecutedEvent_OverwritesArmingStamp	Passed	1
coverage	OnThreatArmed_FirstCallStamps_SecondCallIsNoOp	Passed	1
coverage	OnThreatDeflected_OverwritesArmingStamp_WithoutShotPending	Passed	1
coverage	OnTickBoundary_ResetsAllPhaseDrawIndices	Passed	1
coverage	OnTickBoundary_ResetsQueueCount	Passed	1
coverage	OneOnOne_SaveIntentCommitted_TransitionsToDiving	Passed	1
coverage	OneOnOne_TargetReachedWithoutSmother_TransitionsToRecovering	Passed	1
coverage	OpenTacticsSetup_OffMainMenu_Throws	Passed	1
coverage	OpponentHasBall_AwayAgent_HomePossession_True	Passed	1
coverage	OpponentHasBall_AwayAgent_OwnTeamPossession_False	Passed	1
coverage	OpponentHasBall_Contested_False	Passed	1
